name,name2,party,vote,state,state2,party2,vote2,cross_party,storm,sharevote
Charles “Chuck” Schumer,Joe Donnelly,Democrat,1,NY,IN,Democrat,1,1,0,1
Charles “Chuck” Schumer,Joe Manchin,Democrat,1,NY,WV,Democrat,1,1,0,1
Charles “Chuck” Schumer,John “Johnny” Isakson,Democrat,1,NY,GA,Republican,1,0,0,1
Charles “Chuck” Schumer,John Barrasso,Democrat,1,NY,WY,Republican,1,0,0,1
Charles “Chuck” Schumer,John Boozman,Democrat,1,NY,AR,Republican,1,0,0,1
Charles “Chuck” Schumer,John Cornyn,Democrat,1,NY,TX,Republican,1,0,0,1
Charles “Chuck” Schumer,John F. “Jack” Reed,Democrat,1,NY,RI,Democrat,1,1,0,1
Charles “Chuck” Schumer,John Hoeven,Democrat,1,NY,ND,Republican,1,0,0,1
Charles “Chuck” Schumer,John Neely Kennedy,Democrat,1,NY,LA,Republican,1,0,0,1
Charles “Chuck” Schumer,John Thune,Democrat,1,NY,SD,Republican,1,0,0,1
Charles “Chuck” Schumer,Jon Kyl,Democrat,1,NY,AZ,Republican,1,0,0,1
Charles “Chuck” Schumer,Jon Tester,Democrat,1,NY,MT,Democrat,1,1,0,1
Charles “Chuck” Schumer,Joni Ernst,Democrat,1,NY,IA,Republican,1,0,0,1
Charles “Chuck” Schumer,Kamala Harris,Democrat,1,NY,CA,Democrat,1,1,0,1
Charles “Chuck” Schumer,Kirsten Gillibrand,Democrat,1,NY,NY,Democrat,1,1,0,1
Charles “Chuck” Schumer,Lamar Alexander,Democrat,1,NY,TN,Republican,1,0,0,1
Charles “Chuck” Schumer,Lindsey Graham,Democrat,1,NY,SC,Republican,1,0,0,1
Charles “Chuck” Schumer,Lisa Murkowski,Democrat,1,NY,AK,Republican,1,0,0,1
Charles “Chuck” Schumer,Marco Rubio,Democrat,1,NY,FL,Republican,1,0,0,1
Charles “Chuck” Schumer,Margaret “Maggie” Hassan,Democrat,1,NY,NH,Democrat,1,1,0,1
Charles “Chuck” Schumer,Maria Cantwell,Democrat,1,NY,WA,Democrat,1,1,0,1
Charles “Chuck” Schumer,Mark Warner,Democrat,1,NY,VA,Democrat,1,1,0,1
Charles “Chuck” Schumer,Martin Heinrich,Democrat,1,NY,NM,Democrat,1,1,0,1
Charles “Chuck” Schumer,Mazie Hirono,Democrat,1,NY,HI,Democrat,1,1,0,1
Charles “Chuck” Schumer,Michael “Mike” Crapo,Democrat,1,NY,ID,Republican,1,0,0,1
Charles “Chuck” Schumer,Michael Bennet,Democrat,1,NY,CO,Democrat,1,1,0,1
Charles “Chuck” Schumer,Michael Enzi,Democrat,1,NY,WY,Republican,1,0,0,1
Charles “Chuck” Schumer,Mike Rounds,Democrat,1,NY,SD,Republican,1,0,0,1
Charles “Chuck” Schumer,Mitch McConnell,Democrat,1,NY,KY,Republican,1,0,0,1
Charles “Chuck” Schumer,Orrin Hatch,Democrat,1,NY,UT,Republican,1,0,0,1
Charles “Chuck” Schumer,Pat Roberts,Democrat,1,NY,KS,Republican,1,0,0,1
Charles “Chuck” Schumer,Patrick “Pat” Toomey,Democrat,1,NY,PA,Republican,1,0,0,1
Charles “Chuck” Schumer,Patrick Leahy,Democrat,1,NY,VT,Democrat,1,1,0,1
Charles “Chuck” Schumer,Patty Murray,Democrat,1,NY,WA,Democrat,1,1,0,1
Charles “Chuck” Schumer,Rand Paul,Democrat,1,NY,KY,Republican,1,0,0,1
Charles “Chuck” Schumer,Richard Blumenthal,Democrat,1,NY,CT,Democrat,1,1,0,1
Charles “Chuck” Schumer,Richard Burr,Democrat,1,NY,NC,Republican,1,0,0,1
Charles “Chuck” Schumer,Richard Durbin,Democrat,1,NY,IL,Democrat,1,1,0,1
Charles “Chuck” Schumer,Richard Shelby,Democrat,1,NY,AL,Republican,1,0,0,1
Charles “Chuck” Schumer,Robert “Bob” Casey,Democrat,1,NY,PA,Democrat,1,1,0,1
Charles “Chuck” Schumer,Robert “Bob” Menendez,Democrat,1,NY,NJ,Democrat,1,1,0,1
Charles “Chuck” Schumer,Robert “Rob” Portman,Democrat,1,NY,OH,Republican,1,0,0,1
Charles “Chuck” Schumer,Roger Wicker,Democrat,1,NY,MS,Republican,1,0,0,1
Charles “Chuck” Schumer,Ron Johnson,Democrat,1,NY,WI,Republican,1,0,0,1
Charles “Chuck” Schumer,Ron Wyden,Democrat,1,NY,OR,Democrat,1,1,0,1
Charles “Chuck” Schumer,Roy Blunt,Democrat,1,NY,MO,Republican,1,0,0,1
Charles “Chuck” Schumer,Sheldon Whitehouse,Democrat,1,NY,RI,Democrat,1,1,0,1
Charles “Chuck” Schumer,Shelley Moore Capito,Democrat,1,NY,WV,Republican,1,0,0,1
Charles “Chuck” Schumer,Sherrod Brown,Democrat,1,NY,OH,Democrat,1,1,0,1
Charles “Chuck” Schumer,Steve Daines,Democrat,1,NY,MT,Republican,1,0,0,1
Charles “Chuck” Schumer,Susan Collins,Democrat,1,NY,ME,Republican,1,0,0,1
Charles “Chuck” Schumer,Tammy Baldwin,Democrat,1,NY,WI,Democrat,1,1,0,1
Charles “Chuck” Schumer,Tammy Duckworth,Democrat,1,NY,IL,Democrat,1,1,0,1
Charles “Chuck” Schumer,Ted Cruz,Democrat,1,NY,TX,Republican,1,0,0,1
Charles “Chuck” Schumer,Thom Tillis,Democrat,1,NY,NC,Republican,1,0,0,1
Charles “Chuck” Schumer,Thomas Carper,Democrat,1,NY,DE,Democrat,1,1,0,1
Charles “Chuck” Schumer,Tim Scott,Democrat,1,NY,SC,Republican,1,0,0,1
Charles “Chuck” Schumer,Timothy “Tim” Kaine,Democrat,1,NY,VA,Democrat,1,1,0,1
Charles “Chuck” Schumer,Tina Smith,Democrat,1,NY,MN,Democrat,1,1,0,1
Charles “Chuck” Schumer,Todd Young,Democrat,1,NY,IN,Republican,1,0,0,1
Charles “Chuck” Schumer,Tom Cotton,Democrat,1,NY,AR,Republican,1,0,0,1
Charles “Chuck” Schumer,Tom Udall,Democrat,1,NY,NM,Democrat,1,1,0,1
Chris Van Hollen,Amy Klobuchar,Democrat,1,MD,MN,Democrat,1,1,0,1
Chris Van Hollen,Angus King,Democrat,1,MD,ME,Democrat,1,1,0,1
Chris Van Hollen,Benjamin “Ben” Sasse,Democrat,1,MD,NE,Republican,1,0,0,1
Chris Van Hollen,Benjamin Cardin,Democrat,1,MD,MD,Democrat,1,1,0,1
Chris Van Hollen,Bernard “Bernie” Sanders,Democrat,1,MD,VT,Democrat,1,1,0,1
Chris Van Hollen,Bill Cassidy,Democrat,1,MD,LA,Republican,1,0,0,1
Chris Van Hollen,Bill Nelson,Democrat,1,MD,FL,Democrat,1,1,0,1
Chris Van Hollen,Bob Corker,Democrat,1,MD,TN,Republican,1,0,0,1
Chris Van Hollen,Brian Schatz,Democrat,1,MD,HI,Democrat,1,1,0,1
Chris Van Hollen,Catherine Cortez Masto,Democrat,1,MD,NV,Democrat,1,1,0,1
Chris Van Hollen,Charles “Chuck” Grassley,Democrat,1,MD,IA,Republican,1,0,0,1
Chris Van Hollen,Charles “Chuck” Schumer,Democrat,1,MD,NY,Democrat,1,1,0,1
Chris Van Hollen,Christopher Coons,Democrat,1,MD,DE,Democrat,1,1,0,1
Chris Van Hollen,Christopher Murphy,Democrat,1,MD,CT,Democrat,1,1,0,1
Chris Van Hollen,Cindy Hyde-Smith,Democrat,1,MD,MS,Republican,1,0,0,1
Chris Van Hollen,Claire McCaskill,Democrat,1,MD,MO,Democrat,1,1,0,1
Chris Van Hollen,Cory Booker,Democrat,1,MD,NJ,Democrat,1,1,0,1
Chris Van Hollen,Cory Gardner,Democrat,1,MD,CO,Republican,1,0,0,1
Chris Van Hollen,Dan Sullivan,Democrat,1,MD,AK,Republican,1,0,0,1
Chris Van Hollen,David Perdue,Democrat,1,MD,GA,Republican,1,0,0,1
Chris Van Hollen,Dean Heller,Democrat,1,MD,NV,Republican,1,0,0,1
Chris Van Hollen,Deb Fischer,Democrat,1,MD,NE,Republican,1,0,0,1
Chris Van Hollen,Debbie Stabenow,Democrat,1,MD,MI,Democrat,1,1,0,1
Chris Van Hollen,Dianne Feinstein,Democrat,1,MD,CA,Democrat,1,1,0,1
Chris Van Hollen,Doug Jones,Democrat,1,MD,AL,Democrat,1,1,0,1
Chris Van Hollen,Edward “Ed” Markey,Democrat,1,MD,MA,Democrat,1,1,0,1
Chris Van Hollen,Elizabeth Warren,Democrat,1,MD,MA,Democrat,1,1,0,1
Chris Van Hollen,Gary Peters,Democrat,1,MD,MI,Democrat,1,1,0,1
Chris Van Hollen,Heidi Heitkamp,Democrat,1,MD,ND,Democrat,1,1,0,1
Chris Van Hollen,James “Jim” Inhofe,Democrat,1,MD,OK,Republican,1,0,0,1
Chris Van Hollen,James Lankford,Democrat,1,MD,OK,Republican,1,0,0,1
Chris Van Hollen,James Risch,Democrat,1,MD,ID,Republican,1,0,0,1
Chris Van Hollen,Jeanne Shaheen,Democrat,1,MD,NH,Democrat,1,1,0,1
Chris Van Hollen,Jeff Flake,Democrat,1,MD,AZ,Republican,1,0,0,1
Chris Van Hollen,Jeff Merkley,Democrat,1,MD,OR,Democrat,1,1,0,1
Chris Van Hollen,Jerry Moran,Democrat,1,MD,KS,Republican,1,0,0,1
Chris Van Hollen,Joe Donnelly,Democrat,1,MD,IN,Democrat,1,1,0,1
Chris Van Hollen,Joe Manchin,Democrat,1,MD,WV,Democrat,1,1,0,1
Chris Van Hollen,John “Johnny” Isakson,Democrat,1,MD,GA,Republican,1,0,0,1
Chris Van Hollen,John Barrasso,Democrat,1,MD,WY,Republican,1,0,0,1
Chris Van Hollen,John Boozman,Democrat,1,MD,AR,Republican,1,0,0,1
Chris Van Hollen,John Cornyn,Democrat,1,MD,TX,Republican,1,0,0,1
Chris Van Hollen,John F. “Jack” Reed,Democrat,1,MD,RI,Democrat,1,1,0,1
Chris Van Hollen,John Hoeven,Democrat,1,MD,ND,Republican,1,0,0,1
Chris Van Hollen,John Neely Kennedy,Democrat,1,MD,LA,Republican,1,0,0,1
Chris Van Hollen,John Thune,Democrat,1,MD,SD,Republican,1,0,0,1
Chris Van Hollen,Jon Kyl,Democrat,1,MD,AZ,Republican,1,0,0,1
Chris Van Hollen,Jon Tester,Democrat,1,MD,MT,Democrat,1,1,0,1
Chris Van Hollen,Joni Ernst,Democrat,1,MD,IA,Republican,1,0,0,1
Chris Van Hollen,Kamala Harris,Democrat,1,MD,CA,Democrat,1,1,0,1
Chris Van Hollen,Kirsten Gillibrand,Democrat,1,MD,NY,Democrat,1,1,0,1
Chris Van Hollen,Lamar Alexander,Democrat,1,MD,TN,Republican,1,0,0,1
Chris Van Hollen,Lindsey Graham,Democrat,1,MD,SC,Republican,1,0,0,1
Chris Van Hollen,Lisa Murkowski,Democrat,1,MD,AK,Republican,1,0,0,1
Chris Van Hollen,Marco Rubio,Democrat,1,MD,FL,Republican,1,0,0,1
Chris Van Hollen,Margaret “Maggie” Hassan,Democrat,1,MD,NH,Democrat,1,1,0,1
Chris Van Hollen,Maria Cantwell,Democrat,1,MD,WA,Democrat,1,1,0,1
Chris Van Hollen,Mark Warner,Democrat,1,MD,VA,Democrat,1,1,0,1
Chris Van Hollen,Martin Heinrich,Democrat,1,MD,NM,Democrat,1,1,0,1
Chris Van Hollen,Mazie Hirono,Democrat,1,MD,HI,Democrat,1,1,0,1
Chris Van Hollen,Michael “Mike” Crapo,Democrat,1,MD,ID,Republican,1,0,0,1
Chris Van Hollen,Michael Bennet,Democrat,1,MD,CO,Democrat,1,1,0,1
Chris Van Hollen,Michael Enzi,Democrat,1,MD,WY,Republican,1,0,0,1
Chris Van Hollen,Mike Rounds,Democrat,1,MD,SD,Republican,1,0,0,1
Chris Van Hollen,Mitch McConnell,Democrat,1,MD,KY,Republican,1,0,0,1
Chris Van Hollen,Orrin Hatch,Democrat,1,MD,UT,Republican,1,0,0,1
Chris Van Hollen,Pat Roberts,Democrat,1,MD,KS,Republican,1,0,0,1
Chris Van Hollen,Patrick “Pat” Toomey,Democrat,1,MD,PA,Republican,1,0,0,1
Chris Van Hollen,Patrick Leahy,Democrat,1,MD,VT,Democrat,1,1,0,1
Chris Van Hollen,Patty Murray,Democrat,1,MD,WA,Democrat,1,1,0,1
Chris Van Hollen,Rand Paul,Democrat,1,MD,KY,Republican,1,0,0,1
Chris Van Hollen,Richard Blumenthal,Democrat,1,MD,CT,Democrat,1,1,0,1
Chris Van Hollen,Richard Burr,Democrat,1,MD,NC,Republican,1,0,0,1
Chris Van Hollen,Richard Durbin,Democrat,1,MD,IL,Democrat,1,1,0,1
Chris Van Hollen,Richard Shelby,Democrat,1,MD,AL,Republican,1,0,0,1
Chris Van Hollen,Robert “Bob” Casey,Democrat,1,MD,PA,Democrat,1,1,0,1
Chris Van Hollen,Robert “Bob” Menendez,Democrat,1,MD,NJ,Democrat,1,1,0,1
Chris Van Hollen,Robert “Rob” Portman,Democrat,1,MD,OH,Republican,1,0,0,1
Chris Van Hollen,Roger Wicker,Democrat,1,MD,MS,Republican,1,0,0,1
Chris Van Hollen,Ron Johnson,Democrat,1,MD,WI,Republican,1,0,0,1
Chris Van Hollen,Ron Wyden,Democrat,1,MD,OR,Democrat,1,1,0,1
Chris Van Hollen,Roy Blunt,Democrat,1,MD,MO,Republican,1,0,0,1
Chris Van Hollen,Sheldon Whitehouse,Democrat,1,MD,RI,Democrat,1,1,0,1
Chris Van Hollen,Shelley Moore Capito,Democrat,1,MD,WV,Republican,1,0,0,1
Chris Van Hollen,Sherrod Brown,Democrat,1,MD,OH,Democrat,1,1,0,1
Chris Van Hollen,Steve Daines,Democrat,1,MD,MT,Republican,1,0,0,1
Chris Van Hollen,Susan Collins,Democrat,1,MD,ME,Republican,1,0,0,1
Chris Van Hollen,Tammy Baldwin,Democrat,1,MD,WI,Democrat,1,1,0,1
Chris Van Hollen,Tammy Duckworth,Democrat,1,MD,IL,Democrat,1,1,0,1
Chris Van Hollen,Ted Cruz,Democrat,1,MD,TX,Republican,1,0,0,1
Chris Van Hollen,Thom Tillis,Democrat,1,MD,NC,Republican,1,0,0,1
Chris Van Hollen,Thomas Carper,Democrat,1,MD,DE,Democrat,1,1,0,1
Chris Van Hollen,Tim Scott,Democrat,1,MD,SC,Republican,1,0,0,1
Chris Van Hollen,Timothy “Tim” Kaine,Democrat,1,MD,VA,Democrat,1,1,0,1
Chris Van Hollen,Tina Smith,Democrat,1,MD,MN,Democrat,1,1,0,1
Chris Van Hollen,Todd Young,Democrat,1,MD,IN,Republican,1,0,0,1
Chris Van Hollen,Tom Cotton,Democrat,1,MD,AR,Republican,1,0,0,1
Chris Van Hollen,Tom Udall,Democrat,1,MD,NM,Democrat,1,1,0,1
Christopher Coons,Amy Klobuchar,Democrat,1,DE,MN,Democrat,1,1,0,1
Christopher Coons,Angus King,Democrat,1,DE,ME,Democrat,1,1,0,1
Christopher Coons,Benjamin “Ben” Sasse,Democrat,1,DE,NE,Republican,1,0,0,1
Christopher Coons,Benjamin Cardin,Democrat,1,DE,MD,Democrat,1,1,0,1
Christopher Coons,Bernard “Bernie” Sanders,Democrat,1,DE,VT,Democrat,1,1,0,1
Christopher Coons,Bill Cassidy,Democrat,1,DE,LA,Republican,1,0,0,1
Christopher Coons,Bill Nelson,Democrat,1,DE,FL,Democrat,1,1,0,1
Christopher Coons,Bob Corker,Democrat,1,DE,TN,Republican,1,0,0,1
Christopher Coons,Brian Schatz,Democrat,1,DE,HI,Democrat,1,1,0,1
Christopher Coons,Catherine Cortez Masto,Democrat,1,DE,NV,Democrat,1,1,0,1
Christopher Coons,Charles “Chuck” Grassley,Democrat,1,DE,IA,Republican,1,0,0,1
Christopher Coons,Charles “Chuck” Schumer,Democrat,1,DE,NY,Democrat,1,1,0,1
Christopher Coons,Chris Van Hollen,Democrat,1,DE,MD,Democrat,1,1,0,1
Christopher Coons,Christopher Murphy,Democrat,1,DE,CT,Democrat,1,1,0,1
Christopher Coons,Cindy Hyde-Smith,Democrat,1,DE,MS,Republican,1,0,0,1
Christopher Coons,Claire McCaskill,Democrat,1,DE,MO,Democrat,1,1,0,1
Christopher Coons,Cory Booker,Democrat,1,DE,NJ,Democrat,1,1,0,1
Christopher Coons,Cory Gardner,Democrat,1,DE,CO,Republican,1,0,0,1
Christopher Coons,Dan Sullivan,Democrat,1,DE,AK,Republican,1,0,0,1
Christopher Coons,David Perdue,Democrat,1,DE,GA,Republican,1,0,0,1
Christopher Coons,Dean Heller,Democrat,1,DE,NV,Republican,1,0,0,1
Christopher Coons,Deb Fischer,Democrat,1,DE,NE,Republican,1,0,0,1
Christopher Coons,Debbie Stabenow,Democrat,1,DE,MI,Democrat,1,1,0,1
Christopher Coons,Dianne Feinstein,Democrat,1,DE,CA,Democrat,1,1,0,1
Christopher Coons,Doug Jones,Democrat,1,DE,AL,Democrat,1,1,0,1
Christopher Coons,Edward “Ed” Markey,Democrat,1,DE,MA,Democrat,1,1,0,1
Christopher Coons,Elizabeth Warren,Democrat,1,DE,MA,Democrat,1,1,0,1
Christopher Coons,Gary Peters,Democrat,1,DE,MI,Democrat,1,1,0,1
Christopher Coons,Heidi Heitkamp,Democrat,1,DE,ND,Democrat,1,1,0,1
Christopher Coons,James “Jim” Inhofe,Democrat,1,DE,OK,Republican,1,0,0,1
Christopher Coons,James Lankford,Democrat,1,DE,OK,Republican,1,0,0,1
Christopher Coons,James Risch,Democrat,1,DE,ID,Republican,1,0,0,1
Christopher Coons,Jeanne Shaheen,Democrat,1,DE,NH,Democrat,1,1,0,1
Christopher Coons,Jeff Flake,Democrat,1,DE,AZ,Republican,1,0,0,1
Christopher Coons,Jeff Merkley,Democrat,1,DE,OR,Democrat,1,1,0,1
Christopher Coons,Jerry Moran,Democrat,1,DE,KS,Republican,1,0,0,1
Christopher Coons,Joe Donnelly,Democrat,1,DE,IN,Democrat,1,1,0,1
Christopher Coons,Joe Manchin,Democrat,1,DE,WV,Democrat,1,1,0,1
Christopher Coons,John “Johnny” Isakson,Democrat,1,DE,GA,Republican,1,0,0,1
Christopher Coons,John Barrasso,Democrat,1,DE,WY,Republican,1,0,0,1
Christopher Coons,John Boozman,Democrat,1,DE,AR,Republican,1,0,0,1
Christopher Coons,John Cornyn,Democrat,1,DE,TX,Republican,1,0,0,1
Christopher Coons,John F. “Jack” Reed,Democrat,1,DE,RI,Democrat,1,1,0,1
Christopher Coons,John Hoeven,Democrat,1,DE,ND,Republican,1,0,0,1
Christopher Coons,John Neely Kennedy,Democrat,1,DE,LA,Republican,1,0,0,1
Christopher Coons,John Thune,Democrat,1,DE,SD,Republican,1,0,0,1
Christopher Coons,Jon Kyl,Democrat,1,DE,AZ,Republican,1,0,0,1
Christopher Coons,Jon Tester,Democrat,1,DE,MT,Democrat,1,1,0,1
Christopher Coons,Joni Ernst,Democrat,1,DE,IA,Republican,1,0,0,1
Christopher Coons,Kamala Harris,Democrat,1,DE,CA,Democrat,1,1,0,1
Christopher Coons,Kirsten Gillibrand,Democrat,1,DE,NY,Democrat,1,1,0,1
Christopher Coons,Lamar Alexander,Democrat,1,DE,TN,Republican,1,0,0,1
Christopher Coons,Lindsey Graham,Democrat,1,DE,SC,Republican,1,0,0,1
Christopher Coons,Lisa Murkowski,Democrat,1,DE,AK,Republican,1,0,0,1
Christopher Coons,Marco Rubio,Democrat,1,DE,FL,Republican,1,0,0,1
Christopher Coons,Margaret “Maggie” Hassan,Democrat,1,DE,NH,Democrat,1,1,0,1
Christopher Coons,Maria Cantwell,Democrat,1,DE,WA,Democrat,1,1,0,1
Christopher Coons,Mark Warner,Democrat,1,DE,VA,Democrat,1,1,0,1
Christopher Coons,Martin Heinrich,Democrat,1,DE,NM,Democrat,1,1,0,1
Christopher Coons,Mazie Hirono,Democrat,1,DE,HI,Democrat,1,1,0,1
Christopher Coons,Michael “Mike” Crapo,Democrat,1,DE,ID,Republican,1,0,0,1
Christopher Coons,Michael Bennet,Democrat,1,DE,CO,Democrat,1,1,0,1
Christopher Coons,Michael Enzi,Democrat,1,DE,WY,Republican,1,0,0,1
Christopher Coons,Mike Rounds,Democrat,1,DE,SD,Republican,1,0,0,1
Christopher Coons,Mitch McConnell,Democrat,1,DE,KY,Republican,1,0,0,1
Christopher Coons,Orrin Hatch,Democrat,1,DE,UT,Republican,1,0,0,1
Christopher Coons,Pat Roberts,Democrat,1,DE,KS,Republican,1,0,0,1
Christopher Coons,Patrick “Pat” Toomey,Democrat,1,DE,PA,Republican,1,0,0,1
Christopher Coons,Patrick Leahy,Democrat,1,DE,VT,Democrat,1,1,0,1
Christopher Coons,Patty Murray,Democrat,1,DE,WA,Democrat,1,1,0,1
Christopher Coons,Rand Paul,Democrat,1,DE,KY,Republican,1,0,0,1
Christopher Coons,Richard Blumenthal,Democrat,1,DE,CT,Democrat,1,1,0,1
Christopher Coons,Richard Burr,Democrat,1,DE,NC,Republican,1,0,0,1
Christopher Coons,Richard Durbin,Democrat,1,DE,IL,Democrat,1,1,0,1
Christopher Coons,Richard Shelby,Democrat,1,DE,AL,Republican,1,0,0,1
Christopher Coons,Robert “Bob” Casey,Democrat,1,DE,PA,Democrat,1,1,0,1
Christopher Coons,Robert “Bob” Menendez,Democrat,1,DE,NJ,Democrat,1,1,0,1
Christopher Coons,Robert “Rob” Portman,Democrat,1,DE,OH,Republican,1,0,0,1
Christopher Coons,Roger Wicker,Democrat,1,DE,MS,Republican,1,0,0,1
Christopher Coons,Ron Johnson,Democrat,1,DE,WI,Republican,1,0,0,1
Christopher Coons,Ron Wyden,Democrat,1,DE,OR,Democrat,1,1,0,1
Christopher Coons,Roy Blunt,Democrat,1,DE,MO,Republican,1,0,0,1
Christopher Coons,Sheldon Whitehouse,Democrat,1,DE,RI,Democrat,1,1,0,1
Christopher Coons,Shelley Moore Capito,Democrat,1,DE,WV,Republican,1,0,0,1
Christopher Coons,Sherrod Brown,Democrat,1,DE,OH,Democrat,1,1,0,1
Christopher Coons,Steve Daines,Democrat,1,DE,MT,Republican,1,0,0,1
Christopher Coons,Susan Collins,Democrat,1,DE,ME,Republican,1,0,0,1
Christopher Coons,Tammy Baldwin,Democrat,1,DE,WI,Democrat,1,1,0,1
Christopher Coons,Tammy Duckworth,Democrat,1,DE,IL,Democrat,1,1,0,1
Christopher Coons,Ted Cruz,Democrat,1,DE,TX,Republican,1,0,0,1
Christopher Coons,Thom Tillis,Democrat,1,DE,NC,Republican,1,0,0,1
Christopher Coons,Thomas Carper,Democrat,1,DE,DE,Democrat,1,1,0,1
Christopher Coons,Tim Scott,Democrat,1,DE,SC,Republican,1,0,0,1
Christopher Coons,Timothy “Tim” Kaine,Democrat,1,DE,VA,Democrat,1,1,0,1
Christopher Coons,Tina Smith,Democrat,1,DE,MN,Democrat,1,1,0,1
Christopher Coons,Todd Young,Democrat,1,DE,IN,Republican,1,0,0,1
Christopher Coons,Tom Cotton,Democrat,1,DE,AR,Republican,1,0,0,1
Christopher Coons,Tom Udall,Democrat,1,DE,NM,Democrat,1,1,0,1
Christopher Murphy,Amy Klobuchar,Democrat,1,CT,MN,Democrat,1,1,0,1
Christopher Murphy,Angus King,Democrat,1,CT,ME,Democrat,1,1,0,1
Christopher Murphy,Benjamin “Ben” Sasse,Democrat,1,CT,NE,Republican,1,0,0,1
Christopher Murphy,Benjamin Cardin,Democrat,1,CT,MD,Democrat,1,1,0,1
Christopher Murphy,Bernard “Bernie” Sanders,Democrat,1,CT,VT,Democrat,1,1,0,1
Christopher Murphy,Bill Cassidy,Democrat,1,CT,LA,Republican,1,0,0,1
Christopher Murphy,Bill Nelson,Democrat,1,CT,FL,Democrat,1,1,0,1
Christopher Murphy,Bob Corker,Democrat,1,CT,TN,Republican,1,0,0,1
Christopher Murphy,Brian Schatz,Democrat,1,CT,HI,Democrat,1,1,0,1
Christopher Murphy,Catherine Cortez Masto,Democrat,1,CT,NV,Democrat,1,1,0,1
Christopher Murphy,Charles “Chuck” Grassley,Democrat,1,CT,IA,Republican,1,0,0,1
Christopher Murphy,Charles “Chuck” Schumer,Democrat,1,CT,NY,Democrat,1,1,0,1
Christopher Murphy,Chris Van Hollen,Democrat,1,CT,MD,Democrat,1,1,0,1
Christopher Murphy,Christopher Coons,Democrat,1,CT,DE,Democrat,1,1,0,1
Christopher Murphy,Cindy Hyde-Smith,Democrat,1,CT,MS,Republican,1,0,0,1
Christopher Murphy,Claire McCaskill,Democrat,1,CT,MO,Democrat,1,1,0,1
Christopher Murphy,Cory Booker,Democrat,1,CT,NJ,Democrat,1,1,0,1
Christopher Murphy,Cory Gardner,Democrat,1,CT,CO,Republican,1,0,0,1
Christopher Murphy,Dan Sullivan,Democrat,1,CT,AK,Republican,1,0,0,1
Christopher Murphy,David Perdue,Democrat,1,CT,GA,Republican,1,0,0,1
Christopher Murphy,Dean Heller,Democrat,1,CT,NV,Republican,1,0,0,1
Christopher Murphy,Deb Fischer,Democrat,1,CT,NE,Republican,1,0,0,1
Christopher Murphy,Debbie Stabenow,Democrat,1,CT,MI,Democrat,1,1,0,1
Christopher Murphy,Dianne Feinstein,Democrat,1,CT,CA,Democrat,1,1,0,1
Christopher Murphy,Doug Jones,Democrat,1,CT,AL,Democrat,1,1,0,1
Christopher Murphy,Edward “Ed” Markey,Democrat,1,CT,MA,Democrat,1,1,0,1
Christopher Murphy,Elizabeth Warren,Democrat,1,CT,MA,Democrat,1,1,0,1
Christopher Murphy,Gary Peters,Democrat,1,CT,MI,Democrat,1,1,0,1
Christopher Murphy,Heidi Heitkamp,Democrat,1,CT,ND,Democrat,1,1,0,1
Christopher Murphy,James “Jim” Inhofe,Democrat,1,CT,OK,Republican,1,0,0,1
Christopher Murphy,James Lankford,Democrat,1,CT,OK,Republican,1,0,0,1
Christopher Murphy,James Risch,Democrat,1,CT,ID,Republican,1,0,0,1
Christopher Murphy,Jeanne Shaheen,Democrat,1,CT,NH,Democrat,1,1,0,1
Christopher Murphy,Jeff Flake,Democrat,1,CT,AZ,Republican,1,0,0,1
Christopher Murphy,Jeff Merkley,Democrat,1,CT,OR,Democrat,1,1,0,1
Christopher Murphy,Jerry Moran,Democrat,1,CT,KS,Republican,1,0,0,1
Christopher Murphy,Joe Donnelly,Democrat,1,CT,IN,Democrat,1,1,0,1
Christopher Murphy,Joe Manchin,Democrat,1,CT,WV,Democrat,1,1,0,1
Christopher Murphy,John “Johnny” Isakson,Democrat,1,CT,GA,Republican,1,0,0,1
Christopher Murphy,John Barrasso,Democrat,1,CT,WY,Republican,1,0,0,1
Christopher Murphy,John Boozman,Democrat,1,CT,AR,Republican,1,0,0,1
Christopher Murphy,John Cornyn,Democrat,1,CT,TX,Republican,1,0,0,1
Christopher Murphy,John F. “Jack” Reed,Democrat,1,CT,RI,Democrat,1,1,0,1
Christopher Murphy,John Hoeven,Democrat,1,CT,ND,Republican,1,0,0,1
Christopher Murphy,John Neely Kennedy,Democrat,1,CT,LA,Republican,1,0,0,1
Christopher Murphy,John Thune,Democrat,1,CT,SD,Republican,1,0,0,1
Christopher Murphy,Jon Kyl,Democrat,1,CT,AZ,Republican,1,0,0,1
Christopher Murphy,Jon Tester,Democrat,1,CT,MT,Democrat,1,1,0,1
Christopher Murphy,Joni Ernst,Democrat,1,CT,IA,Republican,1,0,0,1
Christopher Murphy,Kamala Harris,Democrat,1,CT,CA,Democrat,1,1,0,1
Christopher Murphy,Kirsten Gillibrand,Democrat,1,CT,NY,Democrat,1,1,0,1
Christopher Murphy,Lamar Alexander,Democrat,1,CT,TN,Republican,1,0,0,1
Christopher Murphy,Lindsey Graham,Democrat,1,CT,SC,Republican,1,0,0,1
Christopher Murphy,Lisa Murkowski,Democrat,1,CT,AK,Republican,1,0,0,1
Christopher Murphy,Marco Rubio,Democrat,1,CT,FL,Republican,1,0,0,1
