name,name2,state,vote,party,state2,vote2,party2,cross_party,storm,sharevote
Charles “Chuck” Schumer,John Barrasso,NY,1,Democrat,WY,1,Republican,0,0,1
Charles “Chuck” Schumer,John Boozman,NY,1,Democrat,AR,1,Republican,0,0,1
Charles “Chuck” Schumer,John Cornyn,NY,1,Democrat,TX,1,Republican,0,0,1
Charles “Chuck” Schumer,John F. “Jack” Reed,NY,1,Democrat,RI,1,Democrat,1,0,1
Charles “Chuck” Schumer,John Hoeven,NY,1,Democrat,ND,1,Republican,0,0,1
Charles “Chuck” Schumer,John Neely Kennedy,NY,1,Democrat,LA,1,Republican,0,0,1
Charles “Chuck” Schumer,John Thune,NY,1,Democrat,SD,1,Republican,0,0,1
Charles “Chuck” Schumer,Jon Tester,NY,1,Democrat,MT,1,Democrat,1,0,1
Charles “Chuck” Schumer,Kamala Harris,NY,1,Democrat,CA,1,Democrat,1,0,1
Charles “Chuck” Schumer,Kirsten Gillibrand,NY,1,Democrat,NY,1,Democrat,1,0,1
Charles “Chuck” Schumer,Lamar Alexander,NY,1,Democrat,TN,1,Republican,0,0,1
Charles “Chuck” Schumer,Lisa Murkowski,NY,1,Democrat,AK,1,Republican,0,0,1
Charles “Chuck” Schumer,Luther Strange,NY,1,Democrat,AL,1,Republican,0,0,1
Charles “Chuck” Schumer,Margaret “Maggie” Hassan,NY,1,Democrat,NH,1,Democrat,1,0,1
Charles “Chuck” Schumer,Maria Cantwell,NY,1,Democrat,WA,1,Democrat,1,0,1
Charles “Chuck” Schumer,Mark Warner,NY,1,Democrat,VA,1,Democrat,1,0,1
Charles “Chuck” Schumer,Martin Heinrich,NY,1,Democrat,NM,1,Democrat,1,0,1
Charles “Chuck” Schumer,Mazie Hirono,NY,1,Democrat,HI,1,Democrat,1,0,1
Charles “Chuck” Schumer,Michael “Mike” Crapo,NY,1,Democrat,ID,1,Republican,0,0,1
Charles “Chuck” Schumer,Michael Bennet,NY,1,Democrat,CO,1,Democrat,1,0,1
Charles “Chuck” Schumer,Mike Rounds,NY,1,Democrat,SD,1,Republican,0,0,1
Charles “Chuck” Schumer,Mitch McConnell,NY,1,Democrat,KY,1,Republican,0,0,1
Charles “Chuck” Schumer,Orrin Hatch,NY,1,Democrat,UT,1,Republican,0,0,1
Charles “Chuck” Schumer,Pat Roberts,NY,1,Democrat,KS,1,Republican,0,0,1
Charles “Chuck” Schumer,Patrick Leahy,NY,1,Democrat,VT,1,Democrat,1,0,1
Charles “Chuck” Schumer,Patty Murray,NY,1,Democrat,WA,1,Democrat,1,0,1
Charles “Chuck” Schumer,Richard Blumenthal,NY,1,Democrat,CT,1,Democrat,1,0,1
Charles “Chuck” Schumer,Richard Burr,NY,1,Democrat,NC,1,Republican,0,0,1
Charles “Chuck” Schumer,Richard Durbin,NY,1,Democrat,IL,1,Democrat,1,0,1
Charles “Chuck” Schumer,Richard Shelby,NY,1,Democrat,AL,1,Republican,0,0,1
Charles “Chuck” Schumer,Robert “Bob” Casey,NY,1,Democrat,PA,1,Democrat,1,0,1
Charles “Chuck” Schumer,Robert “Rob” Portman,NY,1,Democrat,OH,1,Republican,0,0,1
Charles “Chuck” Schumer,Roger Wicker,NY,1,Democrat,MS,1,Republican,0,0,1
Charles “Chuck” Schumer,Ron Wyden,NY,1,Democrat,OR,1,Democrat,1,0,1
Charles “Chuck” Schumer,Roy Blunt,NY,1,Democrat,MO,1,Republican,0,0,1
Charles “Chuck” Schumer,Sheldon Whitehouse,NY,1,Democrat,RI,1,Democrat,1,0,1
Charles “Chuck” Schumer,Shelley Moore Capito,NY,1,Democrat,WV,1,Republican,0,0,1
Charles “Chuck” Schumer,Sherrod Brown,NY,1,Democrat,OH,1,Democrat,1,0,1
Charles “Chuck” Schumer,Susan Collins,NY,1,Democrat,ME,1,Republican,0,0,1
Charles “Chuck” Schumer,Tammy Baldwin,NY,1,Democrat,WI,1,Democrat,1,0,1
Charles “Chuck” Schumer,Tammy Duckworth,NY,1,Democrat,IL,1,Democrat,1,0,1
Charles “Chuck” Schumer,Ted Cruz,NY,1,Democrat,TX,1,Republican,0,0,1
Charles “Chuck” Schumer,Thad Cochran,NY,1,Democrat,MS,1,Republican,0,0,1
Charles “Chuck” Schumer,Thom Tillis,NY,1,Democrat,NC,1,Republican,0,0,1
Charles “Chuck” Schumer,Thomas Carper,NY,1,Democrat,DE,1,Democrat,1,0,1
Charles “Chuck” Schumer,Tim Scott,NY,1,Democrat,SC,1,Republican,0,0,1
Charles “Chuck” Schumer,Timothy “Tim” Kaine,NY,1,Democrat,VA,1,Democrat,1,0,1
Charles “Chuck” Schumer,Todd Young,NY,1,Democrat,IN,1,Republican,0,0,1
Charles “Chuck” Schumer,Tom Cotton,NY,1,Democrat,AR,1,Republican,0,0,1
Charles “Chuck” Schumer,Tom Udall,NY,1,Democrat,NM,1,Democrat,1,0,1
Chris Van Hollen,Alan “Al” Franken,MD,1,Democrat,MN,1,Democrat,1,0,1
Chris Van Hollen,Amy Klobuchar,MD,1,Democrat,MN,1,Democrat,1,0,1
Chris Van Hollen,Angus King,MD,1,Democrat,ME,1,Independent,0,0,1
Chris Van Hollen,Benjamin Cardin,MD,1,Democrat,MD,1,Democrat,1,0,1
Chris Van Hollen,Bernard “Bernie” Sanders,MD,1,Democrat,VT,1,Independent,0,0,1
Chris Van Hollen,Bill Cassidy,MD,1,Democrat,LA,1,Republican,0,0,1
Chris Van Hollen,Bill Nelson,MD,1,Democrat,FL,1,Democrat,1,0,1
Chris Van Hollen,Brian Schatz,MD,1,Democrat,HI,1,Democrat,1,0,1
Chris Van Hollen,Catherine Cortez Masto,MD,1,Democrat,NV,1,Democrat,1,0,1
Chris Van Hollen,Charles “Chuck” Schumer,MD,1,Democrat,NY,1,Democrat,1,0,1
Chris Van Hollen,Christopher Coons,MD,1,Democrat,DE,1,Democrat,1,0,1
Chris Van Hollen,Christopher Murphy,MD,1,Democrat,CT,1,Democrat,1,0,1
Chris Van Hollen,Claire McCaskill,MD,1,Democrat,MO,1,Democrat,1,0,1
Chris Van Hollen,Cory Booker,MD,1,Democrat,NJ,1,Democrat,1,0,1
Chris Van Hollen,Cory Gardner,MD,1,Democrat,CO,1,Republican,0,0,1
Chris Van Hollen,David Perdue,MD,1,Democrat,GA,1,Republican,0,0,1
Chris Van Hollen,Dean Heller,MD,1,Democrat,NV,1,Republican,0,0,1
Chris Van Hollen,Debbie Stabenow,MD,1,Democrat,MI,1,Democrat,1,0,1
Chris Van Hollen,Dianne Feinstein,MD,1,Democrat,CA,1,Democrat,1,0,1
Chris Van Hollen,Edward “Ed” Markey,MD,1,Democrat,MA,1,Democrat,1,0,1
Chris Van Hollen,Elizabeth Warren,MD,1,Democrat,MA,1,Democrat,1,0,1
Chris Van Hollen,Gary Peters,MD,1,Democrat,MI,1,Democrat,1,0,1
Chris Van Hollen,Heidi Heitkamp,MD,1,Democrat,ND,1,Democrat,1,0,1
Chris Van Hollen,James “Jim” Inhofe,MD,1,Democrat,OK,1,Republican,0,0,1
Chris Van Hollen,Jeanne Shaheen,MD,1,Democrat,NH,1,Democrat,1,0,1
Chris Van Hollen,Jeff Merkley,MD,1,Democrat,OR,1,Democrat,1,0,1
Chris Van Hollen,Joe Donnelly,MD,1,Democrat,IN,1,Democrat,1,0,1
Chris Van Hollen,Joe Manchin,MD,1,Democrat,WV,1,Democrat,1,0,1
Chris Van Hollen,John “Johnny” Isakson,MD,1,Democrat,GA,1,Republican,0,0,1
Chris Van Hollen,John Barrasso,MD,1,Democrat,WY,1,Republican,0,0,1
Chris Van Hollen,John Boozman,MD,1,Democrat,AR,1,Republican,0,0,1
Chris Van Hollen,John Cornyn,MD,1,Democrat,TX,1,Republican,0,0,1
Chris Van Hollen,John F. “Jack” Reed,MD,1,Democrat,RI,1,Democrat,1,0,1
Chris Van Hollen,John Hoeven,MD,1,Democrat,ND,1,Republican,0,0,1
Chris Van Hollen,John Neely Kennedy,MD,1,Democrat,LA,1,Republican,0,0,1
Chris Van Hollen,John Thune,MD,1,Democrat,SD,1,Republican,0,0,1
Chris Van Hollen,Jon Tester,MD,1,Democrat,MT,1,Democrat,1,0,1
Chris Van Hollen,Kamala Harris,MD,1,Democrat,CA,1,Democrat,1,0,1
Chris Van Hollen,Kirsten Gillibrand,MD,1,Democrat,NY,1,Democrat,1,0,1
Chris Van Hollen,Lamar Alexander,MD,1,Democrat,TN,1,Republican,0,0,1
Chris Van Hollen,Lisa Murkowski,MD,1,Democrat,AK,1,Republican,0,0,1
Chris Van Hollen,Luther Strange,MD,1,Democrat,AL,1,Republican,0,0,1
Chris Van Hollen,Margaret “Maggie” Hassan,MD,1,Democrat,NH,1,Democrat,1,0,1
Chris Van Hollen,Maria Cantwell,MD,1,Democrat,WA,1,Democrat,1,0,1
Chris Van Hollen,Mark Warner,MD,1,Democrat,VA,1,Democrat,1,0,1
Chris Van Hollen,Martin Heinrich,MD,1,Democrat,NM,1,Democrat,1,0,1
Chris Van Hollen,Mazie Hirono,MD,1,Democrat,HI,1,Democrat,1,0,1
Chris Van Hollen,Michael “Mike” Crapo,MD,1,Democrat,ID,1,Republican,0,0,1
Chris Van Hollen,Michael Bennet,MD,1,Democrat,CO,1,Democrat,1,0,1
Chris Van Hollen,Mike Rounds,MD,1,Democrat,SD,1,Republican,0,0,1
Chris Van Hollen,Mitch McConnell,MD,1,Democrat,KY,1,Republican,0,0,1
Chris Van Hollen,Orrin Hatch,MD,1,Democrat,UT,1,Republican,0,0,1
Chris Van Hollen,Pat Roberts,MD,1,Democrat,KS,1,Republican,0,0,1
Chris Van Hollen,Patrick Leahy,MD,1,Democrat,VT,1,Democrat,1,0,1
Chris Van Hollen,Patty Murray,MD,1,Democrat,WA,1,Democrat,1,0,1
Chris Van Hollen,Richard Blumenthal,MD,1,Democrat,CT,1,Democrat,1,0,1
Chris Van Hollen,Richard Burr,MD,1,Democrat,NC,1,Republican,0,0,1
Chris Van Hollen,Richard Durbin,MD,1,Democrat,IL,1,Democrat,1,0,1
Chris Van Hollen,Richard Shelby,MD,1,Democrat,AL,1,Republican,0,0,1
Chris Van Hollen,Robert “Bob” Casey,MD,1,Democrat,PA,1,Democrat,1,0,1
Chris Van Hollen,Robert “Rob” Portman,MD,1,Democrat,OH,1,Republican,0,0,1
Chris Van Hollen,Roger Wicker,MD,1,Democrat,MS,1,Republican,0,0,1
Chris Van Hollen,Ron Wyden,MD,1,Democrat,OR,1,Democrat,1,0,1
Chris Van Hollen,Roy Blunt,MD,1,Democrat,MO,1,Republican,0,0,1
Chris Van Hollen,Sheldon Whitehouse,MD,1,Democrat,RI,1,Democrat,1,0,1
Chris Van Hollen,Shelley Moore Capito,MD,1,Democrat,WV,1,Republican,0,0,1
Chris Van Hollen,Sherrod Brown,MD,1,Democrat,OH,1,Democrat,1,0,1
Chris Van Hollen,Susan Collins,MD,1,Democrat,ME,1,Republican,0,0,1
Chris Van Hollen,Tammy Baldwin,MD,1,Democrat,WI,1,Democrat,1,0,1
Chris Van Hollen,Tammy Duckworth,MD,1,Democrat,IL,1,Democrat,1,0,1
Chris Van Hollen,Ted Cruz,MD,1,Democrat,TX,1,Republican,0,0,1
Chris Van Hollen,Thad Cochran,MD,1,Democrat,MS,1,Republican,0,0,1
Chris Van Hollen,Thom Tillis,MD,1,Democrat,NC,1,Republican,0,0,1
Chris Van Hollen,Thomas Carper,MD,1,Democrat,DE,1,Democrat,1,0,1
Chris Van Hollen,Tim Scott,MD,1,Democrat,SC,1,Republican,0,0,1
Chris Van Hollen,Timothy “Tim” Kaine,MD,1,Democrat,VA,1,Democrat,1,0,1
Chris Van Hollen,Todd Young,MD,1,Democrat,IN,1,Republican,0,0,1
Chris Van Hollen,Tom Cotton,MD,1,Democrat,AR,1,Republican,0,0,1
Chris Van Hollen,Tom Udall,MD,1,Democrat,NM,1,Democrat,1,0,1
Christopher Coons,Alan “Al” Franken,DE,1,Democrat,MN,1,Democrat,1,0,1
Christopher Coons,Amy Klobuchar,DE,1,Democrat,MN,1,Democrat,1,0,1
Christopher Coons,Angus King,DE,1,Democrat,ME,1,Independent,0,0,1
Christopher Coons,Benjamin Cardin,DE,1,Democrat,MD,1,Democrat,1,0,1
Christopher Coons,Bernard “Bernie” Sanders,DE,1,Democrat,VT,1,Independent,0,0,1
Christopher Coons,Bill Cassidy,DE,1,Democrat,LA,1,Republican,0,0,1
Christopher Coons,Bill Nelson,DE,1,Democrat,FL,1,Democrat,1,0,1
Christopher Coons,Brian Schatz,DE,1,Democrat,HI,1,Democrat,1,0,1
Christopher Coons,Catherine Cortez Masto,DE,1,Democrat,NV,1,Democrat,1,0,1
Christopher Coons,Charles “Chuck” Schumer,DE,1,Democrat,NY,1,Democrat,1,0,1
Christopher Coons,Chris Van Hollen,DE,1,Democrat,MD,1,Democrat,1,0,1
Christopher Coons,Christopher Murphy,DE,1,Democrat,CT,1,Democrat,1,0,1
Christopher Coons,Claire McCaskill,DE,1,Democrat,MO,1,Democrat,1,0,1
Christopher Coons,Cory Booker,DE,1,Democrat,NJ,1,Democrat,1,0,1
Christopher Coons,Cory Gardner,DE,1,Democrat,CO,1,Republican,0,0,1
Christopher Coons,David Perdue,DE,1,Democrat,GA,1,Republican,0,0,1
Christopher Coons,Dean Heller,DE,1,Democrat,NV,1,Republican,0,0,1
Christopher Coons,Debbie Stabenow,DE,1,Democrat,MI,1,Democrat,1,0,1
Christopher Coons,Dianne Feinstein,DE,1,Democrat,CA,1,Democrat,1,0,1
Christopher Coons,Edward “Ed” Markey,DE,1,Democrat,MA,1,Democrat,1,0,1
Christopher Coons,Elizabeth Warren,DE,1,Democrat,MA,1,Democrat,1,0,1
Christopher Coons,Gary Peters,DE,1,Democrat,MI,1,Democrat,1,0,1
Christopher Coons,Heidi Heitkamp,DE,1,Democrat,ND,1,Democrat,1,0,1
Christopher Coons,James “Jim” Inhofe,DE,1,Democrat,OK,1,Republican,0,0,1
Christopher Coons,Jeanne Shaheen,DE,1,Democrat,NH,1,Democrat,1,0,1
Christopher Coons,Jeff Merkley,DE,1,Democrat,OR,1,Democrat,1,0,1
Christopher Coons,Joe Donnelly,DE,1,Democrat,IN,1,Democrat,1,0,1
Christopher Coons,Joe Manchin,DE,1,Democrat,WV,1,Democrat,1,0,1
Christopher Coons,John “Johnny” Isakson,DE,1,Democrat,GA,1,Republican,0,0,1
Christopher Coons,John Barrasso,DE,1,Democrat,WY,1,Republican,0,0,1
Christopher Coons,John Boozman,DE,1,Democrat,AR,1,Republican,0,0,1
Christopher Coons,John Cornyn,DE,1,Democrat,TX,1,Republican,0,0,1
Christopher Coons,John F. “Jack” Reed,DE,1,Democrat,RI,1,Democrat,1,0,1
Christopher Coons,John Hoeven,DE,1,Democrat,ND,1,Republican,0,0,1
Christopher Coons,John Neely Kennedy,DE,1,Democrat,LA,1,Republican,0,0,1
Christopher Coons,John Thune,DE,1,Democrat,SD,1,Republican,0,0,1
Christopher Coons,Jon Tester,DE,1,Democrat,MT,1,Democrat,1,0,1
Christopher Coons,Kamala Harris,DE,1,Democrat,CA,1,Democrat,1,0,1
Christopher Coons,Kirsten Gillibrand,DE,1,Democrat,NY,1,Democrat,1,0,1
Christopher Coons,Lamar Alexander,DE,1,Democrat,TN,1,Republican,0,0,1
Christopher Coons,Lisa Murkowski,DE,1,Democrat,AK,1,Republican,0,0,1
Christopher Coons,Luther Strange,DE,1,Democrat,AL,1,Republican,0,0,1
Christopher Coons,Margaret “Maggie” Hassan,DE,1,Democrat,NH,1,Democrat,1,0,1
Christopher Coons,Maria Cantwell,DE,1,Democrat,WA,1,Democrat,1,0,1
Christopher Coons,Mark Warner,DE,1,Democrat,VA,1,Democrat,1,0,1
Christopher Coons,Martin Heinrich,DE,1,Democrat,NM,1,Democrat,1,0,1
Christopher Coons,Mazie Hirono,DE,1,Democrat,HI,1,Democrat,1,0,1
Christopher Coons,Michael “Mike” Crapo,DE,1,Democrat,ID,1,Republican,0,0,1
Christopher Coons,Michael Bennet,DE,1,Democrat,CO,1,Democrat,1,0,1
Christopher Coons,Mike Rounds,DE,1,Democrat,SD,1,Republican,0,0,1
Christopher Coons,Mitch McConnell,DE,1,Democrat,KY,1,Republican,0,0,1
Christopher Coons,Orrin Hatch,DE,1,Democrat,UT,1,Republican,0,0,1
Christopher Coons,Pat Roberts,DE,1,Democrat,KS,1,Republican,0,0,1
Christopher Coons,Patrick Leahy,DE,1,Democrat,VT,1,Democrat,1,0,1
Christopher Coons,Patty Murray,DE,1,Democrat,WA,1,Democrat,1,0,1
Christopher Coons,Richard Blumenthal,DE,1,Democrat,CT,1,Democrat,1,0,1
Christopher Coons,Richard Burr,DE,1,Democrat,NC,1,Republican,0,0,1
Christopher Coons,Richard Durbin,DE,1,Democrat,IL,1,Democrat,1,0,1
Christopher Coons,Richard Shelby,DE,1,Democrat,AL,1,Republican,0,0,1
Christopher Coons,Robert “Bob” Casey,DE,1,Democrat,PA,1,Democrat,1,0,1
Christopher Coons,Robert “Rob” Portman,DE,1,Democrat,OH,1,Republican,0,0,1
Christopher Coons,Roger Wicker,DE,1,Democrat,MS,1,Republican,0,0,1
Christopher Coons,Ron Wyden,DE,1,Democrat,OR,1,Democrat,1,0,1
Christopher Coons,Roy Blunt,DE,1,Democrat,MO,1,Republican,0,0,1
Christopher Coons,Sheldon Whitehouse,DE,1,Democrat,RI,1,Democrat,1,0,1
Christopher Coons,Shelley Moore Capito,DE,1,Democrat,WV,1,Republican,0,0,1
Christopher Coons,Sherrod Brown,DE,1,Democrat,OH,1,Democrat,1,0,1
Christopher Coons,Susan Collins,DE,1,Democrat,ME,1,Republican,0,0,1
Christopher Coons,Tammy Baldwin,DE,1,Democrat,WI,1,Democrat,1,0,1
Christopher Coons,Tammy Duckworth,DE,1,Democrat,IL,1,Democrat,1,0,1
Christopher Coons,Ted Cruz,DE,1,Democrat,TX,1,Republican,0,0,1
Christopher Coons,Thad Cochran,DE,1,Democrat,MS,1,Republican,0,0,1
Christopher Coons,Thom Tillis,DE,1,Democrat,NC,1,Republican,0,0,1
Christopher Coons,Thomas Carper,DE,1,Democrat,DE,1,Democrat,1,0,1
Christopher Coons,Tim Scott,DE,1,Democrat,SC,1,Republican,0,0,1
Christopher Coons,Timothy “Tim” Kaine,DE,1,Democrat,VA,1,Democrat,1,0,1
Christopher Coons,Todd Young,DE,1,Democrat,IN,1,Republican,0,0,1
Christopher Coons,Tom Cotton,DE,1,Democrat,AR,1,Republican,0,0,1
Christopher Coons,Tom Udall,DE,1,Democrat,NM,1,Democrat,1,0,1
Christopher Murphy,Alan “Al” Franken,CT,1,Democrat,MN,1,Democrat,1,0,1
Christopher Murphy,Amy Klobuchar,CT,1,Democrat,MN,1,Democrat,1,0,1
Christopher Murphy,Angus King,CT,1,Democrat,ME,1,Independent,0,0,1
Christopher Murphy,Benjamin Cardin,CT,1,Democrat,MD,1,Democrat,1,0,1
Christopher Murphy,Bernard “Bernie” Sanders,CT,1,Democrat,VT,1,Independent,0,0,1
Christopher Murphy,Bill Cassidy,CT,1,Democrat,LA,1,Republican,0,0,1
Christopher Murphy,Bill Nelson,CT,1,Democrat,FL,1,Democrat,1,0,1
Christopher Murphy,Brian Schatz,CT,1,Democrat,HI,1,Democrat,1,0,1
Christopher Murphy,Catherine Cortez Masto,CT,1,Democrat,NV,1,Democrat,1,0,1
Christopher Murphy,Charles “Chuck” Schumer,CT,1,Democrat,NY,1,Democrat,1,0,1
Christopher Murphy,Chris Van Hollen,CT,1,Democrat,MD,1,Democrat,1,0,1
Christopher Murphy,Christopher Coons,CT,1,Democrat,DE,1,Democrat,1,0,1
Christopher Murphy,Claire McCaskill,CT,1,Democrat,MO,1,Democrat,1,0,1
Christopher Murphy,Cory Booker,CT,1,Democrat,NJ,1,Democrat,1,0,1
Christopher Murphy,Cory Gardner,CT,1,Democrat,CO,1,Republican,0,0,1
Christopher Murphy,David Perdue,CT,1,Democrat,GA,1,Republican,0,0,1
Christopher Murphy,Dean Heller,CT,1,Democrat,NV,1,Republican,0,0,1
Christopher Murphy,Debbie Stabenow,CT,1,Democrat,MI,1,Democrat,1,0,1
Christopher Murphy,Dianne Feinstein,CT,1,Democrat,CA,1,Democrat,1,0,1
Christopher Murphy,Edward “Ed” Markey,CT,1,Democrat,MA,1,Democrat,1,0,1
Christopher Murphy,Elizabeth Warren,CT,1,Democrat,MA,1,Democrat,1,0,1
Christopher Murphy,Gary Peters,CT,1,Democrat,MI,1,Democrat,1,0,1
Christopher Murphy,Heidi Heitkamp,CT,1,Democrat,ND,1,Democrat,1,0,1
Christopher Murphy,James “Jim” Inhofe,CT,1,Democrat,OK,1,Republican,0,0,1
Christopher Murphy,Jeanne Shaheen,CT,1,Democrat,NH,1,Democrat,1,0,1
Christopher Murphy,Jeff Merkley,CT,1,Democrat,OR,1,Democrat,1,0,1
Christopher Murphy,Joe Donnelly,CT,1,Democrat,IN,1,Democrat,1,0,1
Christopher Murphy,Joe Manchin,CT,1,Democrat,WV,1,Democrat,1,0,1
Christopher Murphy,John “Johnny” Isakson,CT,1,Democrat,GA,1,Republican,0,0,1
Christopher Murphy,John Barrasso,CT,1,Democrat,WY,1,Republican,0,0,1
Christopher Murphy,John Boozman,CT,1,Democrat,AR,1,Republican,0,0,1
Christopher Murphy,John Cornyn,CT,1,Democrat,TX,1,Republican,0,0,1
Christopher Murphy,John F. “Jack” Reed,CT,1,Democrat,RI,1,Democrat,1,0,1
Christopher Murphy,John Hoeven,CT,1,Democrat,ND,1,Republican,0,0,1
Christopher Murphy,John Neely Kennedy,CT,1,Democrat,LA,1,Republican,0,0,1
Christopher Murphy,John Thune,CT,1,Democrat,SD,1,Republican,0,0,1
Christopher Murphy,Jon Tester,CT,1,Democrat,MT,1,Democrat,1,0,1
Christopher Murphy,Kamala Harris,CT,1,Democrat,CA,1,Democrat,1,0,1
Christopher Murphy,Kirsten Gillibrand,CT,1,Democrat,NY,1,Democrat,1,0,1
Christopher Murphy,Lamar Alexander,CT,1,Democrat,TN,1,Republican,0,0,1
Christopher Murphy,Lisa Murkowski,CT,1,Democrat,AK,1,Republican,0,0,1
Christopher Murphy,Luther Strange,CT,1,Democrat,AL,1,Republican,0,0,1
Christopher Murphy,Margaret “Maggie” Hassan,CT,1,Democrat,NH,1,Democrat,1,0,1
Christopher Murphy,Maria Cantwell,CT,1,Democrat,WA,1,Democrat,1,0,1
Christopher Murphy,Mark Warner,CT,1,Democrat,VA,1,Democrat,1,0,1
Christopher Murphy,Martin Heinrich,CT,1,Democrat,NM,1,Democrat,1,0,1
Christopher Murphy,Mazie Hirono,CT,1,Democrat,HI,1,Democrat,1,0,1
Christopher Murphy,Michael “Mike” Crapo,CT,1,Democrat,ID,1,Republican,0,0,1
Christopher Murphy,Michael Bennet,CT,1,Democrat,CO,1,Democrat,1,0,1
Christopher Murphy,Mike Rounds,CT,1,Democrat,SD,1,Republican,0,0,1
Christopher Murphy,Mitch McConnell,CT,1,Democrat,KY,1,Republican,0,0,1
Christopher Murphy,Orrin Hatch,CT,1,Democrat,UT,1,Republican,0,0,1
Christopher Murphy,Pat Roberts,CT,1,Democrat,KS,1,Republican,0,0,1
Christopher Murphy,Patrick Leahy,CT,1,Democrat,VT,1,Democrat,1,0,1
Christopher Murphy,Patty Murray,CT,1,Democrat,WA,1,Democrat,1,0,1
Christopher Murphy,Richard Blumenthal,CT,1,Democrat,CT,1,Democrat,1,0,1
Christopher Murphy,Richard Burr,CT,1,Democrat,NC,1,Republican,0,0,1
Christopher Murphy,Richard Durbin,CT,1,Democrat,IL,1,Democrat,1,0,1
Christopher Murphy,Richard Shelby,CT,1,Democrat,AL,1,Republican,0,0,1
Christopher Murphy,Robert “Bob” Casey,CT,1,Democrat,PA,1,Democrat,1,0,1
Christopher Murphy,Robert “Rob” Portman,CT,1,Democrat,OH,1,Republican,0,0,1
Christopher Murphy,Roger Wicker,CT,1,Democrat,MS,1,Republican,0,0,1
Christopher Murphy,Ron Wyden,CT,1,Democrat,OR,1,Democrat,1,0,1
Christopher Murphy,Roy Blunt,CT,1,Democrat,MO,1,Republican,0,0,1
Christopher Murphy,Sheldon Whitehouse,CT,1,Democrat,RI,1,Democrat,1,0,1
Christopher Murphy,Shelley Moore Capito,CT,1,Democrat,WV,1,Republican,0,0,1
Christopher Murphy,Sherrod Brown,CT,1,Democrat,OH,1,Democrat,1,0,1
Christopher Murphy,Susan Collins,CT,1,Democrat,ME,1,Republican,0,0,1
Christopher Murphy,Tammy Baldwin,CT,1,Democrat,WI,1,Democrat,1,0,1
Christopher Murphy,Tammy Duckworth,CT,1,Democrat,IL,1,Democrat,1,0,1
Christopher Murphy,Ted Cruz,CT,1,Democrat,TX,1,Republican,0,0,1
Christopher Murphy,Thad Cochran,CT,1,Democrat,MS,1,Republican,0,0,1
Christopher Murphy,Thom Tillis,CT,1,Democrat,NC,1,Republican,0,0,1
Christopher Murphy,Thomas Carper,CT,1,Democrat,DE,1,Democrat,1,0,1
Christopher Murphy,Tim Scott,CT,1,Democrat,SC,1,Republican,0,0,1
Christopher Murphy,Timothy “Tim” Kaine,CT,1,Democrat,VA,1,Democrat,1,0,1
Christopher Murphy,Todd Young,CT,1,Democrat,IN,1,Republican,0,0,1
Christopher Murphy,Tom Cotton,CT,1,Democrat,AR,1,Republican,0,0,1
Christopher Murphy,Tom Udall,CT,1,Democrat,NM,1,Democrat,1,0,1
Claire McCaskill,Alan “Al” Franken,MO,1,Democrat,MN,1,Democrat,1,0,1
Claire McCaskill,Amy Klobuchar,MO,1,Democrat,MN,1,Democrat,1,0,1
Claire McCaskill,Angus King,MO,1,Democrat,ME,1,Independent,0,0,1
Claire McCaskill,Benjamin Cardin,MO,1,Democrat,MD,1,Democrat,1,0,1
Claire McCaskill,Bernard “Bernie” Sanders,MO,1,Democrat,VT,1,Independent,0,0,1
Claire McCaskill,Bill Cassidy,MO,1,Democrat,LA,1,Republican,0,0,1
Claire McCaskill,Bill Nelson,MO,1,Democrat,FL,1,Democrat,1,0,1
Claire McCaskill,Brian Schatz,MO,1,Democrat,HI,1,Democrat,1,0,1
Claire McCaskill,Catherine Cortez Masto,MO,1,Democrat,NV,1,Democrat,1,0,1
Claire McCaskill,Charles “Chuck” Schumer,MO,1,Democrat,NY,1,Democrat,1,0,1
Claire McCaskill,Chris Van Hollen,MO,1,Democrat,MD,1,Democrat,1,0,1
Claire McCaskill,Christopher Coons,MO,1,Democrat,DE,1,Democrat,1,0,1
Claire McCaskill,Christopher Murphy,MO,1,Democrat,CT,1,Democrat,1,0,1
Claire McCaskill,Cory Booker,MO,1,Democrat,NJ,1,Democrat,1,0,1
Claire McCaskill,Cory Gardner,MO,1,Democrat,CO,1,Republican,0,0,1
Claire McCaskill,David Perdue,MO,1,Democrat,GA,1,Republican,0,0,1
Claire McCaskill,Dean Heller,MO,1,Democrat,NV,1,Republican,0,0,1
Claire McCaskill,Debbie Stabenow,MO,1,Democrat,MI,1,Democrat,1,0,1
Claire McCaskill,Dianne Feinstein,MO,1,Democrat,CA,1,Democrat,1,0,1
Claire McCaskill,Edward “Ed” Markey,MO,1,Democrat,MA,1,Democrat,1,0,1
Claire McCaskill,Elizabeth Warren,MO,1,Democrat,MA,1,Democrat,1,0,1
Claire McCaskill,Gary Peters,MO,1,Democrat,MI,1,Democrat,1,0,1
Claire McCaskill,Heidi Heitkamp,MO,1,Democrat,ND,1,Democrat,1,0,1
Claire McCaskill,James “Jim” Inhofe,MO,1,Democrat,OK,1,Republican,0,0,1
Claire McCaskill,Jeanne Shaheen,MO,1,Democrat,NH,1,Democrat,1,0,1
Claire McCaskill,Jeff Merkley,MO,1,Democrat,OR,1,Democrat,1,0,1
Claire McCaskill,Joe Donnelly,MO,1,Democrat,IN,1,Democrat,1,0,1
